"Address","Errors","Warnings","Rich Result Errors","Rich Result Warnings","Rich Result Features","Feature-1","Total Types","Unique Types","Type-1","Indexability","Indexability Status"
"https://www.sportsactiontv.com/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.sportsactiontv.com/event-details/beach-bash-lake-view-motor-speedway","0","0","0","0","0","","0","0","","Indexable",""
"https://www.sportsactiontv.com/event-details/thanksgiving-rumble","0","0","0","0","0","","0","0","","Indexable",""
"https://www.sportsactiontv.com/event-details/world-100","0","0","0","0","0","","0","0","","Indexable",""
"https://www.sportsactiontv.com/event-list","0","0","0","0","0","","0","0","","Indexable",""
"https://www.sportsactiontv.com/event-details/rain-out-classic","0","0","0","0","0","","0","0","","Indexable",""
"https://www.sportsactiontv.com/event-details/jr-johnson-eddie-mishue-memorial-1","0","0","0","0","0","","0","0","","Indexable",""
"https://www.sportsactiontv.com/event-details/jr-johnson-eddie-mishue-memorial","0","0","0","0","0","","0","0","","Indexable",""
"https://www.sportsactiontv.com/event-details/17th-annual-race-for-the-kids-modified-mafia-tour","0","0","0","0","0","","0","0","","Indexable",""
