"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://www.sportsactiontv.com/","1","Indexable","","https://www.sportsactiontv.com/","","","","","","",""
"https://www.sportsactiontv.com/event-details/beach-bash-lake-view-motor-speedway","1","Indexable","","https://www.sportsactiontv.com/event-details/beach-bash-lake-view-motor-speedway","","index","","","","",""
"https://www.sportsactiontv.com/event-details/thanksgiving-rumble","1","Indexable","","https://www.sportsactiontv.com/event-details/thanksgiving-rumble","","index","","","","",""
"https://www.sportsactiontv.com/event-details/world-100","1","Indexable","","https://www.sportsactiontv.com/event-details/world-100","","index","","","","",""
"https://www.sportsactiontv.com/event-list","1","Indexable","","https://www.sportsactiontv.com/event-list","","","","","","",""
"https://www.sportsactiontv.com/event-details/rain-out-classic","1","Indexable","","https://www.sportsactiontv.com/event-details/rain-out-classic","","index","","","","",""
"https://www.sportsactiontv.com/event-details/jr-johnson-eddie-mishue-memorial-1","1","Indexable","","https://www.sportsactiontv.com/event-details/jr-johnson-eddie-mishue-memorial-1","","index","","","","",""
"https://www.sportsactiontv.com/event-details/jr-johnson-eddie-mishue-memorial","1","Indexable","","https://www.sportsactiontv.com/event-details/jr-johnson-eddie-mishue-memorial","","index","","","","",""
"https://www.sportsactiontv.com/event-details/17th-annual-race-for-the-kids-modified-mafia-tour","1","Indexable","","https://www.sportsactiontv.com/event-details/17th-annual-race-for-the-kids-modified-mafia-tour","","index","","","","",""
